TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
NHLH1	PD-0332991	1054	CDK4, CDK6	-0.0956685245226703	0.120669694267042	0.337612316947151
USF2	PF-4708671	1129	RPS6KB1 (p70S6KA)	-0.0527863728950985	0.120723298434938	0.33773421519766
HLF	THZ-2-49	344	CDK9	0.119551975515762	0.120795182114342	0.337907227500473
ELK4	Temozolomide	1375	DNA akylating agent	-0.0410467426357945	0.120823235033946	0.337957610959727
E2F7	Mitomycin C	136	DNA crosslinker	-0.0889665172232465	0.120891315017634	0.337979498830245
ELK4	QL-VIII-58	1166	MTOR, ATR	-0.10443998569889	0.120884158140422	0.337979498830245
PAX5	CUDC-101	273	HDAC, EGFR	0.104062611622251	0.120885876754603	0.337979498830245
RELA	AS601245	207	JNK 	-0.0816583286579673	0.12086718103737	0.337979498830245
TEAD1	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	0.07325603364257	0.120889913141467	0.337979498830245
TP53	PLX4720 (rescreen)	1371	BRAF	-0.0650807117005917	0.120859575841765	0.337979498830245
PAX5	A-770041	55	SRC family	-0.182695021829817	0.12096905712749	0.338168753021487
MYB	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.187898455275812	0.120998338158335	0.338194424941346
STAT3	BMN-673	1259	PARP1	-0.123457093870281	0.120991323314382	0.338194424941346
CREB1	NG-25	260	MAP3K7 (TAK1)	-0.0792804297336439	0.121024781743073	0.338196256417502
FOXA1	CMK	64	RSK	0.181668096986181	0.121029140166168	0.338196256417502
STAT3	TW 37	1149	BCL2, BCL2L1	0.0805875521776663	0.121023498671957	0.338196256417502
AHR	CX-5461	300	RNA Pol I	0.115206012995403	0.121046226005985	0.338215918325565
ELF1	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	-0.0877359628873846	0.121076105028185	0.338220094078534
MYB	SB-505124	1194	TGFR1 (ALK5)	0.0523021597790681	0.121071488838675	0.338220094078534
SMAD3	BMS-754807	184	IGF1R	-0.113642102498451	0.121077869364379	0.338220094078534
NFYA	EHT 1864	1069	Rac GTPases	-0.0541928332995808	0.121115310104026	0.338263182382844
RREB1	QL-XII-61	1203	BTK	-0.100428953502535	0.121106911996571	0.338263182382844
STAT3	A-770041	55	SRC family	-0.200690327802394	0.121123447062714	0.338263182382844
RUNX2	JNK Inhibitor VIII	1043	JNK	0.0563523522335206	0.121144193206515	0.338264981528687
TP53	XMD14-99	253	EPHB3, CAMK1	-0.0503768770141901	0.121140689267918	0.338264981528687
SMAD4	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.111409097610075	0.121166888010508	0.33830028339088
FOXP3	5-Fluorouracil	179	DNA antimetabolite	-0.128167706267344	0.12123576194336	0.338398282352305
GATA4	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	-0.0773060036144594	0.121235452665995	0.338398282352305
RELA	Olaparib	1017	PARP1, PARP2	0.0694369298582211	0.121226689585026	0.338398282352305
TFAP2A	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.0872062763632897	0.121242207357127	0.338398282352305
CDC5L	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	-0.0904118580596254	0.12131001309421	0.338510635150189
ELF5	GW 441756	1023	NTRK1	-0.0677134603299088	0.121295450291872	0.338510635150189
ESR2	FH535	173	unknown 	0.0918893072936669	0.121312636177282	0.338510635150189
AHR	BMS-509744	63	ITK	-0.124437045709649	0.12136619213777	0.338597214175006
GATA1	HG-5-88-01	1143	EGFR, ADCK4	-0.109097583438662	0.121373846138977	0.338597214175006
HIF1A	XMD14-99	253	EPHB3, CAMK1	-0.0477271819233642	0.121366894954866	0.338597214175006
GLI2	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	-0.0718383446260497	0.121410451229122	0.338671258691762
E2F7	AZD8055	1059	MTORC1/2	-0.0600674697996244	0.121424845818258	0.338683340461914
TP63	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	0.0931023073167749	0.121439771722075	0.338696902072299
IRF1	Afatinib	1032	ERBB2, EGFR	-0.0915787401027149	0.121481066112577	0.338783997349915
IKZF1	A-443654	86	AKT1, AKT2, AKT3	0.158074671414162	0.121534359949659	0.338879400038833
IKZF1	QL-VIII-58	1166	MTOR, ATR	-0.128660816901143	0.121535414008876	0.338879400038833
ARNTL	AZ628	29	BRAF	0.139033595588828	0.121561174599616	0.338886948131806
E2F4	Shikonin	170	unknown	-0.0782417307831663	0.121552039230728	0.338886948131806
EZH2	WZ-1-84	59	BMX	-0.0869752783488743	0.121568329365482	0.338886948131806
NRF1	Sorafenib	30	PDGFRA, PDGFRB, KDR, KIT, FLT3	-0.119211739552301	0.121595822293517	0.338935514269365
FOXO3	VX-11e	262	ERK	-0.0778503327105288	0.121636303286576	0.339020272224407
TCF12	A-770041	55	SRC family	-0.194208358577406	0.121649311435991	0.339028451174088
ATF3	AG-014699	1175	PARP1, PARP2	0.0586127894369939	0.12167563238798	0.339073727582799
MAZ	BMS-345541	203	IKBKB	-0.0555644611852018	0.12169002751702	0.339085765531158
GATA2	GSK690693	326	AKT	0.0960738493004912	0.121713934084385	0.339124302641773
TBP	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	0.0902942979602085	0.121763395251622	0.33923402874117
E2F1	BMS-708163 (rescreen)	1072	g-secretase	-0.0524320002574951	0.12177590315198	0.339240793028714
E2F4	FMK	231	RSK	-0.0466093640500323	0.121798551765853	0.339275803648385
TFAP2C	Bleomycin	190	DNA damage	0.197192793377225	0.121886457909589	0.339492571459672
ETS1	TPCA-1	305	IKK	-0.0907374038033288	0.121912688557573	0.33953753172833
ZNF263	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.136366794944251	0.121948299179602	0.339608606445138
SMAD3	Paclitaxel	11	Microtubules	-0.225816981772346	0.121970233236212	0.339641585269297
ESR1	XMD8-92	1164	MAP2K5 (ERK5)	0.114351738208092	0.122018929145899	0.339720967935575
EZH2	IOX2	1230	EGLN1	-0.039473640957113	0.122012498291799	0.339720967935575
PLAG1	Y-39983	309	ROCK	0.070277681113029	0.122063350523501	0.339816532539368
ESR2	KIN001-055	288	JAK3, MNK1	-0.0743019797964097	0.122078773339621	0.339818245826383
ZNF423	17-AAG	1026	HSP90	0.120144617359484	0.122084160163031	0.339818245826383
ZEB1	Temozolomide	1375	DNA akylating agent	0.0513257214706387	0.122102547699211	0.339841320113873
ELK4	PHA-793887	301	CDK-pan	-0.0928931836503242	0.122142387705462	0.339908014680962
FOXA2	MK-2206	1053	AKT1, AKT2	0.113266117632437	0.122159034434055	0.339908014680962
GATA1	IPA-3	176	PAK1, PAK2, PAK3	0.0984064948874418	0.122177009466516	0.339908014680962
STAT3	Gefitinib	1010	EGFR	-0.0749757709877055	0.122168680983052	0.339908014680962
TFAP2A	KIN001-244	287	PDPK1 (PDK1)	0.0642622233635913	0.12216406959079	0.339908014680962
CEBPA	ZM-447439	1050	AURKB	0.0830916193999002	0.12218763546355	0.339909478552304
ARNTL	Temsirolimus	1016	MTOR	-0.0866873781416403	0.12231972740551	0.340023610680132
CEBPB	Bleomycin	190	DNA damage	-0.155279239281378	0.122339012135159	0.340023610680132
E2F6	KIN001-102	228	AKT1	-0.0742046603767321	0.122259630543671	0.340023610680132
ELF1	PF-562271	158	FAK	-0.0717733785781481	0.122272624625664	0.340023610680132
ELF5	Bortezomib	104	Proteasome	-0.149815603504453	0.122294424182222	0.340023610680132
FLI1	BI-2536	60	PLK1, PLK2, PLK3	0.245051321121016	0.122342999510072	0.340023610680132
GATA4	Lapatinib	119	ERBB2, EGFR	-0.0988438590250842	0.122309705065342	0.340023610680132
IKZF1	XMD14-99	253	EPHB3, CAMK1	-0.0550363740499278	0.122335401706669	0.340023610680132
MYB	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	0.0833750638067382	0.122349901213383	0.340023610680132
RXRA	XMD14-99	253	EPHB3, CAMK1	0.0523756041171349	0.122268765962845	0.340023610680132
TFAP2C	KIN001-236	286	TIE2	0.0671369955210849	0.122317426516044	0.340023610680132
ZEB1	Etoposide	134	TOP2	0.140907655095137	0.122349283973714	0.340023610680132
FOXA2	Cetuximab	1114	EGFR	-0.0767623461219144	0.122381931733889	0.340084544009911
NFE2L2	KIN001-236	286	TIE2	0.0622361495330898	0.122408579263152	0.340130509833338
E2F7	BMS-536924 (rescreen)	1091	IGF1R	-0.0629875292931389	0.122453619794474	0.340143329001571
GABPA	Cytarabine	1006	DNA synthesis	-0.091544023799851	0.122450119440659	0.340143329001571
LEF1	UNC1215	1262	LMBL3	0.0368172525813693	0.122452163731745	0.340143329001571
POU5F1	XMD8-92	1164	MAP2K5 (ERK5)	0.0808298023284584	0.122427432942764	0.340143329001571
USF1	OSI-906	185	IGF1R	-0.08742965210385	0.122464794065352	0.340146293989389
ELF5	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	-0.0773345591746972	0.122478239715765	0.340155566729995
STAT1	BMS-708163 (rescreen)	1072	g-secretase	0.0603143448951163	0.122517220440145	0.3402076777156
USF1	QL-VIII-58	1166	MTOR, ATR	0.111831757842616	0.122508395291568	0.3402076777156
ESR2	OSI-906	185	IGF1R	-0.107911780716137	0.122544667987667	0.340255820569668
ESR1	AG-014699	1175	PARP1, PARP2	0.0776334973002077	0.122586123790775	0.340342847399649
NHLH1	TG101348	306	JAK2	-0.0766791496034012	0.122609825393603	0.340380571939429
NFE2L2	CAY10603	276	HDAC6	0.118182121045277	0.12263147526457	0.340412594855584
TCF12	Y-39983	309	ROCK	-0.0767254215663773	0.122659239777343	0.34046158471806
CREB1	VX-11e	262	ERK	-0.0772005512910395	0.122704611659887	0.3405594347199
FLI1	LY317615	229	PRKCB (PKCbeta)	-0.141969762562112	0.122732779498135	0.340609523708233
RXRA	OSI-930	298	KIT, VEGFR, PDGFR	0.0583188574812496	0.122756830718392	0.340648180889469
CDX2	AZD6482	156	PI3Kbeta	0.0960861990718414	0.122813160649249	0.340664050247299
FOXP3	PHA-793887	301	CDK-pan	-0.13727303986698	0.122784721542279	0.340664050247299
HIF1A	THZ-2-49	344	CDK9	-0.110385651174483	0.122798556812782	0.340664050247299
IKZF1	SNX-2112	328	HSP90	-0.129880233250405	0.122797163792818	0.340664050247299
WT1	AICAR	1001	AAPK1 (AMPK) agonist	-0.0808908423044004	0.122812859394847	0.340664050247299
SREBF2	TAK-715	221	p38a	-0.0592346036430149	0.122829195869509	0.340680450551206
ZEB1	CHIR-99021 (rescreen)	1241	GSK3B	0.0763436224963345	0.122887066537455	0.340812873862221
GABPA	Ruxolitinib	206	JAK1, JAK2, TYK2	-0.0437823361773008	0.122915523510563	0.34082838931988
STAT6	Olaparib	1017	PARP1, PARP2	0.0640791220576555	0.122905183152584	0.34082838931988
YY1	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.0925620272023177	0.122923042328471	0.34082838931988
CDC5L	VX-702	1028	p38	-0.0480988886837029	0.122948166518011	0.340869968215145
SMAD4	CHIR-99021 (rescreen)	1241	GSK3B	-0.0870803754277141	0.122964006670821	0.340885802677634
GATA1	OSI-930	298	KIT, VEGFR, PDGFR	0.0562992176296847	0.12297521044148	0.340888782423853
E2F6	YM155	268	BIRC5 (Survivin)	-0.143126763247665	0.123028271668095	0.340960879394972
FOXD1	JW-7-52-1	83	MTOR	-0.229442249374114	0.123034815141834	0.340960879394972
NFE2	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.0910111010727837	0.123041743581992	0.340960879394972
RUNX2	FR-180204	263	ERK	0.0548991135217544	0.12301261528223	0.340960879394972
SP3	AC220	254	FLT3	0.0524278872186017	0.123064218521032	0.340995082687743
PAX5	WZ-1-84	59	BMX	-0.107751283622467	0.123101195081683	0.341069459164737
FOXD1	GDC0941 (rescreen)	1527	PI3K	-0.0862188911736302	0.123148263424202	0.341136070399053
FOXF2	17-AAG	1026	HSP90	0.100234081010212	0.123160880163154	0.341136070399053
TEAD1	TW 37	1149	BCL2, BCL2L1	-0.0763447100706853	0.12316578194678	0.341136070399053
ZNF263	GDC0941	1058	PI3K (class 1)	-0.0987110808326101	0.123159813824883	0.341136070399053
PAX6	PD-173074	1049	FGFR1, FGFR3	0.0670333802343436	0.123179340081252	0.341145547270782
GATA4	NVP-BHG712	295	EPHB4	-0.0741821539431803	0.123193370997896	0.341156331846803
KLF5	AP-24534	155	ABL	-0.0802828653209539	0.123204213128912	0.341158284750166
E2F6	PIK-93	303	PI4K, PI3K	-0.0834818007644115	0.123238245071624	0.341224445733073
WT1	Crizotinib	37	MET, ALK	-0.115171874898651	0.12325644549368	0.34124676481489
REST	S-Trityl-L-cysteine	41	KIF11	0.186627323017436	0.123295200512458	0.341269839069558
SRF	TAK-715	221	p38a	0.0648666808924479	0.123286629711231	0.341269839069558
WT1	TAK-715	221	p38a	0.0662329150027824	0.123275665268846	0.341269839069558
VDR	TW 37	1149	BCL2, BCL2L1	0.069738977941242	0.123323590204522	0.34132034772477
FOXD1	GSK1070916	226	AURKB	0.120523887774193	0.123347024511117	0.341357134275277
NFKB1	LAQ824	200	HDAC	0.0782527282367565	0.123394969897801	0.341461742469206
ETS1	PAC-1	175	CASP3 agonist	-0.0719816671374403	0.123467018702356	0.341573294603996
EZH2	ZG-10	1161	IRAK1	-0.0874711751952834	0.123486028092314	0.341573294603996
FOXD1	Genentech Cpd 10	225	AURKA, AURKB	0.10547333748651	0.123456283316188	0.341573294603996
JUN	Z-LLNle-CHO	45	g-secretase	-0.170711347604056	0.123463452582264	0.341573294603996
USF1	SL 0101-1	1039	RSK, AURKB, PIM3	0.0470316368968838	0.123477046305026	0.341573294603996
ESR2	OSU-03012	167	PDPK1 (PDK1)	0.0931826883628268	0.123518892568546	0.341576148909974
HLF	TL-2-105	211	CRAF	-0.0686856475896304	0.123515406960094	0.341576148909974
PRDM14	OSI-930	298	KIT, VEGFR, PDGFR	0.0538198049854499	0.123522651100726	0.341576148909974
YY1	Ruxolitinib	206	JAK1, JAK2, TYK2	-0.0494793351867152	0.123527657357994	0.341576148909974
EWSR1-FLI1	SB-505124	1194	TGFR1 (ALK5)	0.052130979175708	0.123577282798555	0.34158703428962
FOXD1	BAY 61-3606	178	SYK	0.101700745059046	0.123565697247827	0.34158703428962
FOXD1	NVP-BHG712	295	EPHB4	0.0915379696695652	0.123554171538182	0.34158703428962
PRDM14	CAL-101	238	PI3Kdelta	-0.0665566930019639	0.123582342282288	0.34158703428962
ZEB1	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.096822178242876	0.123576152489419	0.34158703428962
FOXM1	PD-0332991	1054	CDK4, CDK6	-0.0834744723921709	0.123605654436479	0.341623412996609
POU3F2	AZD-2281	1495	PARP1, PARP2	-0.0706480045270088	0.123621524384921	0.341639218523118
GATA2	CCT007093	1067	PPM1D	0.0458199203432682	0.123655970734559	0.341706354796911
CDX2	TL-1-85	261	MAP3K7 (TAK1)	0.0890674203023564	0.123675222281376	0.341731494735609
ATF2	KIN001-244	287	PDPK1 (PDK1)	0.0643218978800078	0.123694042173396	0.341755437923458
TFAP2C	Cyclopamine	17	SMO	0.146536021022105	0.12371396075075	0.341782412499302
RXRA	NVP-TAE684	35	ALK	0.174157544008466	0.12377615093275	0.341926156089774
PRDM14	Mitomycin C	136	DNA crosslinker	-0.0953187662619615	0.123792493472057	0.341943234389534
EWSR1-FLI1	Tubastatin A	265	HDAC6	0.0643798390581475	0.123862568742412	0.342108719821573
ATF4	NU-7441	1038	PRKDC (DNAPK)	0.0531234289455429	0.123897323216022	0.342123279548369
SREBF2	UNC0638 (rescreen)	1236	G9a(EHMT2), GLP(EHMT1)	0.0654874915097253	0.123898336982187	0.342123279548369
TCF12	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.102560502382355	0.123881721653975	0.342123279548369
GLI2	AG-014699	1175	PARP1, PARP2	-0.0543636030425933	0.123945885150183	0.34219842204507
POU3F2	SB 216763	1025	GSK3A, GSK3B	0.0664611594012136	0.123939019664681	0.34219842204507
FOXI1	Gemcitabine	135	DNA replication	0.174355574992603	0.12401139342216	0.342351197245737
BATF	AZD6482 (rescreen)	1066	PI3Kbeta	-0.0989462326567053	0.124082081547312	0.342518245937893
E2F1	Tipifarnib	204	Farnesyl-transferase (FNTA)	-0.0997678073989812	0.124095828356524	0.342528098362898
FOS	AS605240	224	PI3Kgamma	-0.0866471760611007	0.12413641560783	0.342591790261563
TFAP2C	Vinorelbine	140	Microtubules	0.134825185544643	0.124139262583264	0.342591790261563
AHR	QS11	151	ARFGAP	0.0914416135174707	0.124149589927647	0.342592198180957
RUNX1	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	-0.099504458325374	0.124187225504914	0.342639865090004
STAT6	Genentech Cpd 10	225	AURKA, AURKB	0.100228768164884	0.12418273396261	0.342639865090004
CLOCK	JNK Inhibitor VIII	1043	JNK	0.0446390108051385	0.124288749147491	0.342754382548055
ERG	Lenalidomide	1020	TNFA	0.0414546111956706	0.124261659467251	0.342754382548055
POU2F1	KIN001-055	288	JAK3, MNK1	0.0577889244801589	0.124280748097877	0.342754382548055
REL	GSK269962A	127	ROCK1, ROCK2	0.157551468202265	0.124295137195086	0.342754382548055
RELA	FR-180204	263	ERK	0.0539994359414393	0.124288274954182	0.342754382548055
RUNX2	Mitomycin C	136	DNA crosslinker	0.113426872102508	0.124301607238564	0.342754382548055
TCF4	BMS-536924	62	IGF1R	-0.199655890674752	0.12426544873061	0.342754382548055
TEAD1	AUY922	194	HSP90	-0.107966057809686	0.12431020631055	0.342754382548055
EGR1	XMD13-2	330	RIPK	-0.0628778220846213	0.124354483405285	0.342820293168814
RUNX1	NSC-87877	147	PTPN6 (SHP-1), PTPN11 (SHP-2)	0.0664425598978851	0.12434582381311	0.342820293168814
FOXA2	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	0.129211671316834	0.124381624716718	0.342867030865849
NRF1	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.116315372446234	0.124407993478156	0.342911631491182
E2F6	MG-132	9	Proteasome	-0.142831965047834	0.124436537645809	0.342962220495429
CDX2	Zibotentan, ZD4054	266	Endothelin A Receptor	0.0357508970531592	0.124556874030965	0.343041047095918
CDX2	PF-4708671	1129	RPS6KB1 (p70S6KA)	0.0667160513851579	0.124549809811242	0.343041047095918
EBF1	NSC-207895	269	MDM4	0.091777128259853	0.124540377270084	0.343041047095918
ESR1	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.109048476152287	0.12453901268229	0.343041047095918
HNF4A	GSK-650394	177	SGK3	0.111865687089711	0.124548536748928	0.343041047095918
REST	KIN001-236	286	TIE2	0.0629946110539155	0.124485359312992	0.343041047095918
SP3	BMS-536924 (rescreen)	1091	IGF1R	0.0641103779427301	0.124541154875643	0.343041047095918
TFAP2C	Temsirolimus	1016	MTOR	0.133703639141873	0.124506773296673	0.343041047095918
ZNF423	JW-7-52-1	83	MTOR	-0.219915860484521	0.124556090426932	0.343041047095918
ATF1	CCT007093	1067	PPM1D	0.0439951464685874	0.124574365784211	0.343061147243893
YBX1	NG-25	260	MAP3K7 (TAK1)	-0.0757522530809271	0.124599463823863	0.34310218908461
SRF	CMK	64	RSK	-0.133175433528072	0.124617545859714	0.343123906234859
EBF1	Pyrimethamine	71	Dihydrofolate reductase (DHFR)	0.141673355110268	0.124649852944779	0.343164647524886
ESR2	UNC1215	1262	LMBL3	0.0363978423918315	0.124662013328735	0.343164647524886
HLF	Vinorelbine	140	Microtubules	-0.10359350609616	0.124662932124179	0.343164647524886
IRF1	SL 0101-1	1039	RSK, AURKB, PIM3	0.0494492723682007	0.124682138308793	0.34318944669849
GATA1	AZD6482	156	PI3Kbeta	-0.0838510123153338	0.124696874632699	0.343201939463812
MAX	JQ1	163	BRD4	-0.0967430785263714	0.124800799915313	0.343431800584617
NRF1	BMS-708163	205	g-secretase	-0.0358197820779844	0.124794852185497	0.343431800584617
BACH1	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	0.0682194314675072	0.124816578611903	0.343432736330622
PBX1	AT-7519	219	CDK9	0.126568015930408	0.124821548976264	0.343432736330622
GATA4	TPCA-1	305	IKK	-0.0767159376401801	0.12483314841428	0.343436574011494
ARNTL	BMS-509744	63	ITK	-0.096474548413826	0.124869222283217	0.343507738756062
E2F6	BAY 61-3606	178	SYK	-0.0888838053066407	0.124909383146535	0.343541691575726
GABPA	Roscovitine	110	CDKs	-0.0963959137464357	0.124912187782266	0.343541691575726
ZEB1	ZG-10	1161	IRAK1	0.115881527584063	0.124894970967161	0.343541691575726
ARNT	LY317615	229	PRKCB (PKCbeta)	-0.0877155162189097	0.124933624909223	0.343572572832154
GATA3	Bleomycin	190	DNA damage	0.199154277307487	0.124950945726308	0.3435921299468
TP53	GNF-2	52	ABL [T315I]	0.0736887212397605	0.125043961871073	0.343819815095668
JUN	AZD7762	1022	CHEK1, CHEK2	-0.106961944221367	0.12505898425431	0.343833029579185
ARNT	VX-702	1028	p38	0.0470093298257807	0.125079974670315	0.34386264887514
ATF1	Pyrimethamine	71	Dihydrofolate reductase (DHFR)	-0.130614273116203	0.125099374466083	0.343887890848324
FOXM1	MLN4924	1529	NEDD8-activating enzyme	-0.0906542524098862	0.125206176803934	0.344097164815971
HNF1A	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.0974604581254149	0.125200819704829	0.344097164815971
MYB	GSK-650394	177	SGK3	0.0996361871761011	0.125203916225863	0.344097164815971
PBX1	OSI-027	299	MTORC1/2	-0.157648214125327	0.125221211868886	0.344110385028771
RARA	WH-4-023	56	SRC family, ABL	-0.192016056765441	0.125237241750592	0.344126336635874
REL	CAY10603	276	HDAC6	0.0930698725692698	0.125290870732995	0.344193318383768
REST	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.121457584219457	0.125292299614308	0.344193318383768
USF2	EX-527	341	SIRT1	-0.0340877290576781	0.1252870622975	0.344193318383768
MYC	CHIR-99021 (rescreen)	1241	GSK3B	-0.0679034877950932	0.125305483564552	0.344201440529302
STAT2	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.0804186236142426	0.1253262654338	0.344230430357835
EZH2	CGP-082996	54	CDK4	-0.0858361274990657	0.125346698262299	0.344258456831864
TBP	QS11	151	ARFGAP	0.0736125607401289	0.125359757874624	0.344266230213829
IRF2	PLX4720	1036	BRAF	-0.0842295559835532	0.125394580366169	0.344305670410656
JUN	JW-7-24-1	256	LCK	0.0954922258657349	0.125388820925996	0.344305670410656
MYC	YM155	268	BIRC5 (Survivin)	-0.14789003715712	0.125405496308598	0.344307552477229
ESR2	Vinorelbine	140	Microtubules	0.122938651033695	0.125436696047216	0.344326452663995
FOXP3	MPS-1-IN-1	294	MPS1	-0.0968974692884168	0.125430012830071	0.344326452663995
GLI2	ZG-10	1161	IRAK1	-0.0917245608948923	0.125443073424848	0.344326452663995
ZNF263	AZD8055	1059	MTORC1/2	-0.0668270195986641	0.12546233465202	0.344351237376751
REL	Sunitinib	5	PDGFRA, PDGFRB, KDR, KIT, FLT3	0.163021825438271	0.125503381040741	0.344435805995772
FLI1	piperlongumine	1243	Increases ROS levels	0.0855523105943306	0.125525022121691	0.344457752066149
RARA	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	-0.0761896345938377	0.125531847543941	0.344457752066149
CEBPA	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	0.0666628364219736	0.125553406627627	0.344488822766411
SPI1	TG101348	306	JAK2	0.13122990448096	0.125565129593928	0.344492902623595
ELF1	SNX-2112	328	HSP90	-0.125125964715287	0.125604551572012	0.344572968956314
BACH1	AS601245	207	JNK 	-0.0677573433173326	0.125650884017177	0.344656848880852
JUND	Sunitinib	5	PDGFRA, PDGFRB, KDR, KIT, FLT3	-0.193972777761413	0.125655609441927	0.344656848880852
FOXI1	BX-912	222	PDPK1 (PDK1)	-0.0945192071040695	0.125749312717089	0.344719967929892
FOXO3	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.090850913079687	0.125760563549048	0.344719967929892
GATA4	CH5424802	281	ALK	-0.052434255456203	0.125732455000787	0.344719967929892
GLI2	EX-527	341	SIRT1	-0.0345749635094749	0.125698332942375	0.344719967929892
RELA	AMG-706	1029	VEGFR, RET, c-KIT, PDGFR	0.0650419163437984	0.125755605365995	0.344719967929892
SMAD3	TL-1-85	261	MAP3K7 (TAK1)	0.0829985599004043	0.125700449858888	0.344719967929892
TEAD1	YK 4-279	1239	RNA helicase A	-0.0925396845719793	0.125728267426386	0.344719967929892
VDR	CCT018159	1170	HSP90	0.064955818514225	0.125738432021265	0.344719967929892
TFAP2A	NVP-TAE684	35	ALK	0.133007937707423	0.125858467592155	0.344932143877359
YBX1	Masitinib	292	KIT	-0.0600871463783398	0.125853479729757	0.344932143877359
E2F1	Midostaurin	153	KIT	-0.0726861379243555	0.125877304350055	0.34495567770549
TBP	ZG-10	1161	IRAK1	0.0844891634884919	0.125986288410174	0.345226228337762
CTCF	Paclitaxel	11	Microtubules	-0.189363274167019	0.126070468114379	0.345428771830125
TBP	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	0.0827798678513948	0.126095166471288	0.345468318755389
AR	GW-2580	193	CSF1R (cFMS)	0.0530826103158813	0.12612217291399	0.345512635733841
BATF	SL 0101-1	1039	RSK, AURKB, PIM3	0.0609314256018519	0.12613187468804	0.345512635733841
ATF4	LFM-A13	192	BTK	0.0411727295283389	0.126199712544506	0.345518514379219
BATF	GW-2580	193	CSF1R (cFMS)	0.0544097885393968	0.12621659511106	0.345518514379219
EZH2	17-AAG	1026	HSP90	-0.0926807554098894	0.126173253184278	0.345518514379219
GATA2	ZSTK474	223	PI3K	0.0950468264264514	0.126179127484419	0.345518514379219
GATA2	I-BET	275	BRD2, BRD3, BRD4	0.0857730937208268	0.126223705553988	0.345518514379219
GATA2	Camptothecin	1003	TOP1	0.111199515528164	0.126163051346612	0.345518514379219
IKZF1	AS601245	207	JNK 	-0.0793713657930883	0.12617918309026	0.345518514379219
RUNX1	Gefitinib	1010	EGFR	0.077859829671108	0.126226419084609	0.345518514379219
ZEB1	KIN001-055	288	JAK3, MNK1	-0.0700577086747297	0.126219694536293	0.345518514379219
GATA3	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	0.102948861421502	0.126241390852753	0.345526991517009
JUND	BMN-673	1259	PARP1	-0.124753659537161	0.126260316198965	0.345526991517009
USF1	STF-62247	258	stimulates autophagy	-0.0511084914262106	0.126251576704148	0.345526991517009
SP1	Cetuximab	1114	EGFR	-0.0675788832866044	0.126279222687779	0.345550633348826
NFE2	BAY 61-3606	178	SYK	-0.0780521148002632	0.12629522250671	0.345566318167749
HSF1	OSI-906	185	IGF1R	-0.0777003966159204	0.126321962849763	0.345611386042498
YY1	ABT-869	277	VEGFR and PDGFR family	-0.0551782861933371	0.126358527896461	0.345683324366397
GABPA	Midostaurin	153	KIT	-0.0694309466864642	0.126376411041608	0.345704146436261
PLAG1	FH535	173	unknown 	-0.0721671912225187	0.126415064001839	0.34578177657525
JUN	Cetuximab	1114	EGFR	-0.0747477356331962	0.126446760918773	0.345812265457606
STAT2	Z-LLNle-CHO	45	g-secretase	-0.127324840748404	0.126441594954154	0.345812265457606
SP3	SL 0101-1	1039	RSK, AURKB, PIM3	0.0442414508017251	0.126494298763641	0.345914164694104
RELA	JNJ-26854165	1133	MDM2	-0.0638497316835116	0.126510812735719	0.345931215682532
STAT1	DMOG	165	Prolyl-4-Hydroxylase	-0.0891060054564071	0.126522912316243	0.345936194167128
