TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
GLI2	THZ-2-102-1	346	CDK7	-0.130782426049041	0.133271157118589	0.380169587457715
ELK4	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	0.0689035757733828	0.133308047403821	0.380178148917516
GABPA	MG-132	9	Proteasome	-0.135990540561979	0.13329320458277	0.380178148917516
MAZ	CCT007093	1067	PPM1D	-0.0397579124143637	0.133299080605072	0.380178148917516
FOXD1	FMK	231	RSK	0.0549867569206002	0.133372950882869	0.380331016943143
MYC	TG101348	306	JAK2	-0.079392235447963	0.133427566618522	0.380454524658676
NANOG	MG-132	9	Proteasome	0.152164094474688	0.133492745973646	0.380608129934179
FLI1	CEP-701	1024	FLT3, JAK2, NTRK1, RET	-0.141603576385596	0.133565590534546	0.380751308609193
HNF4A	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	0.0816673218007091	0.133561194859925	0.380751308609193
BACH1	NPK76-II-72-1	257	PLK3	-0.0783209151643825	0.133591115923949	0.38078311088425
TFAP2C	NVP-BHG712	295	EPHB4	0.110053587778522	0.13359937522868	0.38078311088425
JUN	Nilotinib	1013	ABL	0.0842490465060213	0.133627968507805	0.380800108393748
TFAP2C	SN-38	1494	TOP1	0.126205547104123	0.133620783650556	0.380800108393748
ZNF263	SB52334	304	ALK5	0.0744279604613901	0.133652713997958	0.380806136945588
ZNF263	ABT-263	1011	BCL2, BCL2L1, BCL2L2	0.101768559587402	0.133644206365262	0.380806136945588
YBX1	CAY10603	276	HDAC6	-0.0864451488923644	0.133667161206254	0.380815060560101
ERG	SB590885	1061	BRAF	0.0609996658629382	0.133699483714087	0.38084266816738
YY1	KIN001-055	288	JAK3, MNK1	-0.0602626331752614	0.133698299329044	0.38084266816738
E2F4	Bexarotene	186	Retinioic acid X family agonist	-0.0659507893404588	0.133774700224655	0.380992429217293
GATA1	Ruxolitinib	206	JAK1, JAK2, TYK2	-0.0504635170983883	0.133765426841328	0.380992429217293
PBX1	GSK690693	326	AKT	-0.1142216882351	0.13378957120107	0.381002540089018
JUND	JQ1	163	BRD4	-0.111569209172209	0.133853421384274	0.381152119188404
GATA1	Etoposide	134	TOP2	0.126107171385015	0.13387087829232	0.381169577743489
AHR	AG-014699	1175	PARP1, PARP2	0.061553214225444	0.133884686046082	0.381176644013272
MAX	LAQ824	200	HDAC	-0.0759412397564236	0.133925106503155	0.381259470424943
SMAD4	Lenalidomide	1020	TNFA	0.0602129721335997	0.133977863945823	0.381377400921649
E2F1	QL-XI-92	329	DDR1	-0.0642175925623434	0.134015354641932	0.381448794961354
GATA2	JNJ-26854165	1133	MDM2	-0.0611283594445637	0.134043963997136	0.381448794961354
TBP	SB52334	304	ALK5	0.063138695891384	0.134048281028315	0.381448794961354
WT1	GSK429286A	230	ROCK2	-0.067714158866039	0.134027888961352	0.381448794961354
SMAD3	PD-173074	1049	FGFR1, FGFR3	0.0748519963844413	0.134079412963501	0.381482094245086
SP1	VX-11e	262	ERK	0.0898178521332625	0.134082653181552	0.381482094245086
ZEB1	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.0977416472945234	0.134119149868862	0.381553676148483
AHR	BIX02189	279	MAP2K5 (MEK5)	0.0641968009926586	0.134187734117233	0.38171652368485
E2F6	CX-5461	300	RNA Pol I	-0.108377952453548	0.134206339772163	0.381737184333347
ZNF263	ZG-10	1161	IRAK1	-0.100561505690413	0.134256834753522	0.381848539983926
FOXF2	Imatinib	34	ABL, KIT, PDGFR	0.0889879470794707	0.134286839500522	0.381869335309681
SP3	Tubastatin A	265	HDAC6	0.0607499515437906	0.13428522731672	0.381869335309681
TCF12	GW-2580	193	CSF1R (cFMS)	-0.0444424648582126	0.134300329898176	0.381875431118885
MAZ	Y-39983	309	ROCK	-0.065539349914985	0.13432954000806	0.381926220239187
GLI2	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.132830501213658	0.134365801224596	0.381997046816503
MITF	CP724714	255	ERBB2	0.0676449380358627	0.134392155076502	0.382007430667203
NR3C1	Imatinib	34	ABL, KIT, PDGFR	0.139329601261749	0.134389069195284	0.382007430667203
FOXA2	FMK	231	RSK	0.0594530798162776	0.134406243929395	0.382015213195152
ELF5	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	-0.0442319060961694	0.134447541777569	0.382068058644269
NRF1	JNJ-26854165	1133	MDM2	-0.0533023905122216	0.134443233606509	0.382068058644269
ATF4	Etoposide	134	TOP2	0.111566321296332	0.134548127695774	0.382095792557697
ELK4	GSK-650394	177	SGK3	-0.0920809579547262	0.134542108214684	0.382095792557697
FLI1	Afatinib	1032	ERBB2, EGFR	0.136908966997959	0.134508194797758	0.382095792557697
FOXA2	KIN001-055	288	JAK3, MNK1	0.0730771910307773	0.134497728266454	0.382095792557697
MYCN	LFM-A13	192	BTK	-0.0462135845676891	0.134533647207317	0.382095792557697
POU5F1	CAY10603	276	HDAC6	-0.0908006898004376	0.134496367568497	0.382095792557697
SOX2	NVP-BHG712	295	EPHB4	-0.0738610170524077	0.134489456007598	0.382095792557697
USF2	DMOG	165	Prolyl-4-Hydroxylase	-0.0764544501254736	0.134521777236457	0.382095792557697
NHLH1	Etoposide	134	TOP2	-0.120532971270669	0.134579187091588	0.382151750047874
STAT6	PD-0332991	1054	CDK4, CDK6	0.103280590116022	0.134602746394288	0.382154161456029
USF1	BMS-509744	63	ITK	-0.106667252612128	0.134601275247606	0.382154161456029
POU3F2	ZM-447439	1050	AURKB	0.0940558721582433	0.134676003883769	0.382329895462525
ATF3	BMS-708163 (rescreen)	1072	g-secretase	0.0541876668279474	0.13474047261132	0.382416141485409
CEBPB	EHT 1864	1069	Rac GTPases	0.0567652497417942	0.134734530342196	0.382416141485409
E2F7	AMG-706	1029	VEGFR, RET, c-KIT, PDGFR	-0.053595147614334	0.134737563427062	0.382416141485409
AR	DMOG	165	Prolyl-4-Hydroxylase	-0.108729259208558	0.134798533317519	0.38254866673422
FOXI1	CAL-101	238	PI3Kdelta	-0.0710179039279195	0.134823666768968	0.382587732302665
HNF1A	Vismodegib	1033	SMO	0.0539048933784525	0.134855103563479	0.382644676707603
CEBPB	Bleomycin	190	DNA damage	-0.153397883603732	0.134873248690845	0.382663900243669
ARNT	IOX2	1230	EGLN1	0.0402817130451088	0.134897311177742	0.38267995659864
FOS	A-770041	55	SRC family	-0.155336139556983	0.134913019909162	0.38267995659864
JUN	AV-951	312	VEGFR	0.0497517574382217	0.134904424287921	0.38267995659864
ESR1	AZ628	29	BRAF	0.234746240656724	0.134960975334906	0.382697067139185
PAX6	GSK429286A	230	ROCK2	0.0624599309900298	0.134960114226942	0.382697067139185
PRDM14	KU-55933	1030	ATM	0.0573455221148011	0.13496453691502	0.382697067139185
RUNX1	CP466722	152	ATM	-0.0895358371589089	0.134944146477226	0.382697067139185
TCF12	AZD8055	1059	MTORC1/2	-0.0689987556882301	0.134977026814191	0.382700239042257
CDC5L	GSK1070916	226	AURKB	-0.102256294116919	0.135011874714548	0.382766796690937
ESR2	Olaparib	1017	PARP1, PARP2	0.0736295243021008	0.13513570764047	0.382807673842832
ETS1	Ruxolitinib	206	JAK1, JAK2, TYK2	-0.0510574120903816	0.135067753476935	0.382807673842832
ETS1	PLX4720	1036	BRAF	-0.0801249164531887	0.135044826645806	0.382807673842832
MITF	XMD14-99	253	EPHB3, CAMK1	0.0583753117250742	0.135132756708528	0.382807673842832
NFE2	PF-562271	158	FAK	0.058437360001202	0.135064998312282	0.382807673842832
PAX6	BIX02189	279	MAP2K5 (MEK5)	0.0601418517811725	0.135127734704209	0.382807673842832
PLAG1	Cytarabine	1006	DNA synthesis	-0.101476826409706	0.13514003782281	0.382807673842832
POU2F1	PXD101, Belinostat	274	HDAC	-0.102483351702932	0.13507277145524	0.382807673842832
SP3	17-AAG	1026	HSP90	0.0964881279137992	0.135096498454528	0.382807673842832
SRF	RO-3306	1052	CDK1	-0.0706269375693409	0.13513498947341	0.382807673842832
CEBPA	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.0979679484918935	0.135194089713018	0.382896329991721
HIF1A	KIN001-270	345	CDK9	-0.0460902278091821	0.135193389906018	0.382896329991721
FOXP3	SL 0101-1	1039	RSK, AURKB, PIM3	-0.0644220060018901	0.135237398794549	0.382986760049693
EZH2	ZM-447439	1050	AURKB	-0.0721038946621111	0.135254170093217	0.383002027302247
PBX1	NG-25	260	MAP3K7 (TAK1)	-0.104636176508467	0.135293107447549	0.383080054782708
ARNT	MP470	293	PDGFR	0.0871876793173802	0.135338831518895	0.383129588188497
MEF2A	SN-38	1494	TOP1	-0.0849426853290815	0.135343481242509	0.383129588188497
TBP	DMOG	165	Prolyl-4-Hydroxylase	0.0722856364911808	0.13534475334937	0.383129588188497
IRF1	Bicalutamide (rescreen)	1502	ANDR (androgen receptor)	0.0426162100743732	0.135392956810157	0.383233806681736
FLI1	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.137662745526566	0.135422855876378	0.383279973694708
SREBF1	TL-1-85	261	MAP3K7 (TAK1)	-0.0674229331102521	0.135432044188901	0.383279973694708
ETS1	AUY922	194	HSP90	-0.103385434579	0.135460484333433	0.3833107751992
PRDM14	AV-951	312	VEGFR	0.0403019401357534	0.135477019773195	0.3833107751992
TBP	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	0.0841091432176787	0.135477096151968	0.3833107751992
ETS1	GDC0941 (rescreen)	1527	PI3K	0.0830461741314991	0.135492340057988	0.383321679947174
GATA1	BIX02189	279	MAP2K5 (MEK5)	0.0620258347041899	0.135518909636766	0.38336462165465
PBX1	BX-912	222	PDPK1 (PDK1)	-0.114640775899125	0.135533648012191	0.383374090086594
SREBF2	Vinorelbine	140	Microtubules	-0.09654045731384	0.135546722608204	0.383378851111784
HNF1A	AZD6482	156	PI3Kbeta	-0.0849126138364516	0.135623507225749	0.383563792914502
TEAD1	Bicalutamide	150	ANDR (androgen receptor)	-0.0365878747698021	0.13564020295782	0.383578777459494
EBF1	THZ-2-49	344	CDK9	0.126547350669261	0.135673000115978	0.383639289102943
CDC5L	Genentech Cpd 10	225	AURKA, AURKB	-0.0906155296540936	0.13570173549649	0.383678831704657
GATA4	ABT-263	1011	BCL2, BCL2L1, BCL2L2	-0.0913226113794895	0.135710063761185	0.383678831704657
NFKB1	ABT-869	277	VEGFR and PDGFR family	0.0582338851240624	0.135721185305124	0.383678831704657
YBX1	QL-XI-92	329	DDR1	-0.0606419407396533	0.135743428829591	0.383709482383661
AHR	Roscovitine	110	CDKs	0.1159880906238	0.135792041902126	0.383814661141853
PAX5	WH-4-023	56	SRC family, ABL	-0.200485507536296	0.135819311360735	0.383859499819076
GLI2	PI-103	302	PI3Ka, PRKDC (DNAPK)	-0.120408821619513	0.135835108081587	0.383871908849258
GATA6	CAY10603	276	HDAC6	0.0956145937497104	0.135886766277589	0.383985652315051
RXRA	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	-0.0702011088488255	0.13589942372185	0.383989178520598
HLF	Vinblastine	1004	Microtubules	-0.0974874504722374	0.135973519196605	0.384166285137824
ETS1	SL 0101-1	1039	RSK, AURKB, PIM3	-0.0501732294905287	0.136003853776605	0.384219734647162
FOS	Afatinib (rescreen)	1377	ERBB2, EGFR	0.080931708365384	0.136032763330495	0.384241054482853
GATA4	PLX4720 (rescreen)	1371	BRAF	-0.0577447026525573	0.136045651618413	0.384241054482853
TCF4	VX-11e	262	ERK	0.0974163713845871	0.136037837899249	0.384241054482853
TCF3	MG-132	9	Proteasome	-0.143663438494646	0.136057677412128	0.384242773626345
JUN	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.311136484296656	0.136069801842483	0.384244771019363
POU2F1	OSU-03012	167	PDPK1 (PDK1)	0.072742930720949	0.13614297596299	0.384419150602772
VDR	AP-24534	155	ABL	-0.0920722414408758	0.13615541161362	0.384422011565134
ATF2	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	0.0750761577309672	0.136234672735376	0.384452281645906
CREB1	TL-1-85	261	MAP3K7 (TAK1)	-0.0720736456997948	0.136226761301232	0.384452281645906
ELK1	OSI-906	185	IGF1R	-0.0870931823790045	0.136198187859194	0.384452281645906
RREB1	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	0.0777355849951514	0.136220227852029	0.384452281645906
STAT3	Nilotinib	1013	ABL	0.0770980282895147	0.136214372453925	0.384452281645906
YY1	GSK2126458	283	PI3K, MTOR	-0.100677753314784	0.136214918863005	0.384452281645906
MAX	MPS-1-IN-1	294	MPS1	-0.0739447268973863	0.136268273022521	0.384514859442688
KLF5	GW-2580	193	CSF1R (cFMS)	-0.0372158293423326	0.136280128131404	0.384516072456607
ELF1	Lapatinib	119	ERBB2, EGFR	0.113831037104569	0.136312645652693	0.384575579632943
AR	Cetuximab	1114	EGFR	-0.0770062845166378	0.136377543844815	0.38467638124762
FOXI1	CH5424802	281	ALK	-0.0600637919515608	0.136368885763188	0.38467638124762
MEF2A	PXD101, Belinostat	274	HDAC	-0.0932942485323963	0.136405524700909	0.38467638124762
MYC	Crizotinib	37	MET, ALK	-0.0990734503802028	0.136389575954312	0.38467638124762
PPARD	AS601245	207	JNK 	0.0710251288318538	0.136394945587746	0.38467638124762
ESR2	Y-39983	309	ROCK	0.0875443313091656	0.136425272430221	0.384699836082035
CEBPB	BX-912	222	PDPK1 (PDK1)	0.096524289258887	0.136468042789026	0.384788202083166
GATA3	AS605240	224	PI3Kgamma	0.133407713491336	0.136626445229352	0.385156169952447
PPARD	681640	1046	WEE1, CHEK1	0.0710715225698359	0.136632878118029	0.385156169952447
YBX1	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	-0.0429870958281488	0.136628658741054	0.385156169952447
GATA4	GW843682X	87	PLK1	-0.16804126500217	0.136645601035197	0.385159774107165
NFE2L2	Sorafenib	30	PDGFRA, PDGFRB, KDR, KIT, FLT3	0.18236791566245	0.136665034957259	0.38518229222733
AHR	PLX4720 (rescreen)	1371	BRAF	0.0681467916511181	0.136710688031489	0.385214183330524
GABPA	Mitomycin C	136	DNA crosslinker	-0.0872240181303642	0.136688407866013	0.385214183330524
TCF3	MLN4924	1529	NEDD8-activating enzyme	0.107607037633523	0.136708079516491	0.385214183330524
CDC5L	Bexarotene	186	Retinioic acid X family agonist	-0.0653396649572862	0.136757722987244	0.385216387339295
GATA2	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.0900905598883898	0.136783282376118	0.385216387339295
HNF4A	CHIR-99021	154	GSK3B	0.0643747702172344	0.136739491105664	0.385216387339295
PLAG1	Etoposide	134	TOP2	-0.119183367417837	0.136791592485275	0.385216387339295
POU5F1	XMD8-92	1164	MAP2K5 (ERK5)	0.081522988529547	0.136741073426061	0.385216387339295
PRDM14	NSC-207895	269	MDM4	0.0792190161756153	0.136773935690835	0.385216387339295
TEAD1	Gefitinib	1010	EGFR	-0.0713914644765224	0.136760727327916	0.385216387339295
TCF4	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	-0.100110685920775	0.136827964084818	0.385286573901821
ESR2	Vismodegib	1033	SMO	0.0627885426924035	0.136842658347386	0.385295713769035
BACH1	MS-275	88	HDAC	-0.13748998520227	0.136877057157074	0.385303305502878
KLF5	SB52334	304	ALK5	-0.0644386223775781	0.136879700507871	0.385303305502878
RARA	YM201636	310	FYV1	-0.0603469477537228	0.136858600624756	0.385303305502878
POU2F1	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	0.0884205236760893	0.13689267151422	0.385307590516941
GATA3	Gefitinib	1010	EGFR	-0.0882317694680653	0.136905741158883	0.385312152425339
TBP	AT-7519	219	CDK9	0.0875820099686555	0.136935163033109	0.385362731990909
HIF1A	Embelin	172	XIAP	-0.0618923142577452	0.136946779795092	0.385363200167544
HNF1A	UNC0638 (rescreen)	1236	G9a(EHMT2), GLP(EHMT1)	0.0694515113211779	0.136985248328372	0.385439221845276
TP53	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.0775078681859401	0.13705652010832	0.385607522508404
ARNT	Bleomycin (50 uM)	1378	DNA damage	-0.10339207288707	0.137110986181102	0.385728516252192
ATF1	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	-0.0818434206275482	0.137127555066461	0.385742884132542
NFYA	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	0.0786826657642197	0.137141957335701	0.385751155380946
ELF1	TL-2-105	211	CRAF	0.0706662753183442	0.137192488688461	0.385847277801383
TCF3	EX-527	341	SIRT1	0.0378667907050912	0.137199060271851	0.385847277801383
HIF1A	JNK-9L	157	JNK	-0.06565019140715	0.137257960312559	0.385916178305694
RUNX1	AZD8055	1059	MTORC1/2	-0.0792050133979349	0.137238743699865	0.385916178305694
TP53	GNF-2	52	ABL [T315I]	0.0738138583410753	0.137250631764912	0.385916178305694
USF1	SL 0101-1	1039	RSK, AURKB, PIM3	0.0460767572893103	0.137298783302435	0.385998709551705
CDX2	MPS-1-IN-1	294	MPS1	0.0848731136559118	0.137367988468337	0.386031082957813
CEBPB	LAQ824	200	HDAC	0.0773323195030024	0.137376039485117	0.386031082957813
CLOCK	GSK269962A (rescreen)	1192	ROCK1, ROCK2	0.0748802826979727	0.13732540315405	0.386031082957813
FLI1	BAY 61-3606	178	SYK	0.138533590846724	0.137379119910436	0.386031082957813
LEF1	Vismodegib	1033	SMO	0.0655545000963113	0.137350007003074	0.386031082957813
TFAP2C	Dabrafenib	1373	BRAF	0.132639940623198	0.137343630148402	0.386031082957813
ARNT	Nilotinib	1013	ABL	0.0635971333632478	0.137404732808974	0.386070820060613
VDR	IOX2	1230	EGLN1	0.0442798268269645	0.137454721543816	0.386179034440031
ZNF423	Dabrafenib	1373	BRAF	-0.115670256462733	0.137480716204661	0.386219825030707
CEBPA	PXD101, Belinostat	274	HDAC	0.108138468254082	0.137518981032282	0.386295076090596
NFYA	Crizotinib	37	MET, ALK	-0.10027452357011	0.137564384902793	0.386390366708687
SREBF1	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.0793142875943429	0.137591021554876	0.386432932523522
FOXP3	Bleomycin	190	DNA damage	-0.197202813722722	0.137615032138949	0.38646811637486
BACH1	BMS-708163	205	g-secretase	-0.035023959443513	0.137747973775806	0.386592348793451
CDC5L	YM201636	310	FYV1	-0.0650866768871895	0.137728378616218	0.386592348793451
MAZ	Olaparib	1017	PARP1, PARP2	-0.0560540156220532	0.137773321012709	0.386592348793451
NFE2L2	Cisplatin	1005	DNA crosslinker	0.0912912219284425	0.13771946453857	0.386592348793451
NRF1	MK-2206	1053	AKT1, AKT2	0.0844562704818661	0.137753222421713	0.386592348793451
PPARD	Axitinib	1021	PDGFR, KIT, VEGFR	0.0726674715696209	0.137718992178303	0.386592348793451
REST	A-443654	86	AKT1, AKT2, AKT3	0.176374863337663	0.137774138506274	0.386592348793451
SMAD4	GSK-1904529A	202	IGF1R	0.0549443971239498	0.13775471531779	0.386592348793451
TBP	OSU-03012	167	PDPK1 (PDK1)	0.064903558448588	0.137684221361138	0.386592348793451
ZNF423	S-Trityl-L-cysteine	41	KIF11	-0.17208974254428	0.137689238691794	0.386592348793451
FOXM1	XMD13-2	330	RIPK	-0.0602304316456848	0.137789282665429	0.386602610096292
LEF1	PIK-93	303	PI4K, PI3K	-0.105113915924692	0.137833980083798	0.386695781903986
SMAD3	OSI-027	299	MTORC1/2	-0.136514893535644	0.137871864923187	0.386769826955894
ARNTL	SB590885	1061	BRAF	-0.0593835152610498	0.137924341443282	0.386852546985053
PPARA	Camptothecin	1003	TOP1	0.109222553613743	0.137919830754198	0.386852546985053
ELK1	Masitinib	292	KIT	-0.0658533425885986	0.137939037344742	0.386861525153107
E2F1	THZ-2-49	344	CDK9	-0.109062677730561	0.137953330274467	0.386869371751285
RXRA	JQ12	164	HDAC	-0.11081216042023	0.13797762542304	0.38690526442363
REST	PLX4720	1036	BRAF	0.0940738900242901	0.138021210507142	0.386995237825366
GATA4	MK-2206	1053	AKT1, AKT2	0.0825740059062203	0.138033539082896	0.386997563964916
E2F6	Cisplatin	1005	DNA crosslinker	-0.0733555812449996	0.13805180814684	0.387016543372085
HIF1A	Afatinib (rescreen)	1377	ERBB2, EGFR	0.0877770305819051	0.138069602505633	0.387034188932791
ETS1	Shikonin	170	unknown	-0.0840172610036977	0.138111267384273	0.387054267950513
PAX5	Cyclopamine	17	SMO	0.0942979586277147	0.138094097616596	0.387054267950513
PPARG	CUDC-101	273	HDAC, EGFR	0.0966820452011052	0.138102003604509	0.387054267950513
KLF5	JW-7-24-1	256	LCK	-0.0706587792245583	0.138136641964056	0.387060917933587
TFAP2C	KU-55933	1030	ATM	0.079007155088784	0.138129585774566	0.387060917933587
MAZ	QL-XI-92	329	DDR1	-0.0600359145733999	0.138170546879512	0.387123689246586
HNF1A	JQ1	163	BRD4	-0.0962969171649913	0.138251817315294	0.387286907919611
SP3	Bicalutamide	150	ANDR (androgen receptor)	0.0299475522773277	0.138240947888569	0.387286907919611
FLI1	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	-0.117323739031294	0.138276427995568	0.387291376846775
ZEB1	PIK-93	303	PI4K, PI3K	0.0980286343363397	0.138268945052146	0.387291376846775
BATF	SN-38	1494	TOP1	0.127894516077307	0.138356509944301	0.387367693952469
HIF1A	Paclitaxel	11	Microtubules	-0.186688632553192	0.138340719623628	0.387367693952469
IRF2	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.141781082777458	0.138361225642628	0.387367693952469
SMAD4	Nutlin-3a	1047	MDM2	0.104172851864219	0.13834444861088	0.387367693952469
SRF	BMS-536924	62	IGF1R	-0.176152583012564	0.138331553313331	0.387367693952469
GATA3	GNF-2	52	ABL [T315I]	-0.124317074767338	0.138391125653478	0.387419175999652
VDR	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.0782252604483321	0.13840967182447	0.38743886760813
NFKB1	QL-VIII-58	1166	MTOR, ATR	-0.127602783468693	0.138421661211798	0.387440203599721
BACH1	AV-951	312	VEGFR	-0.0382174815809991	0.138506136151305	0.387547722994029
CREB1	SB 216763	1025	GSK3A, GSK3B	-0.0531722641650478	0.138493822403875	0.387547722994029
PLAG1	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	0.0898121807456678	0.138498244050738	0.387547722994029
RREB1	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.120087062893508	0.138492689908988	0.387547722994029
FOS	GDC0941 (rescreen)	1527	PI3K	0.0702372334041636	0.138551295627807	0.387577412879548
STAT2	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.0819096548773074	0.138539315803813	0.387577412879548
TCF3	CCT018159	1170	HSP90	0.0664519818924044	0.138543031339987	0.387577412879548
NANOG	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	-0.103309833486823	0.138599010246707	0.387646446426738
PBX1	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.235615105839041	0.138591196133265	0.387646446426738
TP63	Bleomycin	190	DNA damage	-0.165035145942645	0.138643352763318	0.387738244744015
NRF1	Bleomycin (50 uM)	1378	DNA damage	-0.104034148464616	0.13869489422805	0.387817934965521
USF1	Roscovitine	110	CDKs	-0.0982524795104811	0.138691044201652	0.387817934965521
PPARG	GSK2126458	283	PI3K, MTOR	-0.098309662150368	0.138724770520392	0.387869249137143
FOXA2	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.288932355858197	0.138762295083734	0.387940493743306
TFAP2A	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	0.0707727393201935	0.138773305725023	0.387940493743306
MITF	Bryostatin 1	197	PRKC	0.0636829744141207	0.138833090331117	0.388075386635694
SREBF1	PHA-665752	6	MET	-0.0842493439181493	0.138856281376862	0.388107976890481
TCF4	ABT-888	1018	PARP1, PARP2	0.0514724475637012	0.138871385793932	0.388117961210329
PBX1	Docetaxel	1007	Microtubules	0.109468047281725	0.138884816287387	0.388123265976252
NFE2	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.0901179271667961	0.138927613692823	0.388210630922613
POU2F1	PHA-793887	301	CDK-pan	0.095800892533391	0.138960439001731	0.388270118273414
STAT1	FTI-277	166	Farnesyl transferase (FNTA)	0.0525226553282256	0.138980909887008	0.388295079050909
NR3C1	AZD6482 (rescreen)	1066	PI3Kbeta	-0.0993803729745977	0.138999984104753	0.388316133896028
ARNT	Masitinib	292	KIT	0.0609370079686996	0.139041042525879	0.388366361209102
ERG	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.0865016708477245	0.139031365888375	0.388366361209102
ESR2	Etoposide	134	TOP2	0.147090521287882	0.139134012946311	0.388424117769639
EZH2	JW-7-52-1	83	MTOR	-0.164076459599993	0.139142509696353	0.388424117769639
GABPA	Shikonin	170	unknown	-0.0717451025959634	0.13913788500053	0.388424117769639
NFE2L2	TW 37	1149	BCL2, BCL2L1	0.0863421804574726	0.139129936923146	0.388424117769639
SP3	GW-2580	193	CSF1R (cFMS)	0.0382205622165671	0.139126988359533	0.388424117769639
STAT2	LAQ824	200	HDAC	0.0755018429857092	0.139088399046342	0.388424117769639
YBX1	PHA-793887	301	CDK-pan	-0.0910541345937309	0.139079956571613	0.388424117769639
JUND	NU-7441	1038	PRKDC (DNAPK)	-0.0671569704834124	0.139182061849079	0.388502305012088
FLI1	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.329244779231296	0.139206805557489	0.388506927691954
IRF1	Cyclopamine	17	SMO	0.0940960880459272	0.139196680699033	0.388506927691954
E2F4	TL-1-85	261	MAP3K7 (TAK1)	-0.0741171103625441	0.139252462922089	0.388602126006874
BACH1	GSK-1904529A	202	IGF1R	-0.0399892050337399	0.139361101132826	0.388836066497241
MYCN	PAC-1	175	CASP3 agonist	-0.0685928785302833	0.13936800744359	0.388836066497241
NR3C1	MK-2206	1053	AKT1, AKT2	-0.120832542391533	0.139370954394777	0.388836066497241
PPARA	SN-38	1494	TOP1	0.0990875178797041	0.139389305654463	0.388855029990132
ARNT	JNK Inhibitor VIII	1043	JNK	0.0450524039064746	0.139447463376273	0.388902193592801
ELK1	A-443654	86	AKT1, AKT2, AKT3	-0.147713361371691	0.139468791580963	0.388902193592801
GABPA	FK866	1248	NAMPT	-0.148544833808321	0.139466087350783	0.388902193592801
GATA6	TW 37	1149	BCL2, BCL2L1	0.0709133966716549	0.139481622112165	0.388902193592801
JUN	GNF-2	52	ABL [T315I]	0.111806680184961	0.13948710084263	0.388902193592801
NANOG	QL-XII-61	1203	BTK	-0.11272742368328	0.139470498317689	0.388902193592801
SPI1	Y-39983	309	ROCK	0.125149899354547	0.139434842647869	0.388902193592801
PBX1	OSI-930	298	KIT, VEGFR, PDGFR	0.0679700399952132	0.139511156077938	0.388919899798694
POU3F2	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	-0.0894079648304052	0.139516563668686	0.388919899798694
GABPA	CHIR-99021 (rescreen)	1241	GSK3B	-0.0580054600597773	0.13962205146314	0.389181724531387
ESR1	Salubrinal	111	GADD34-PP1C 	0.155282428333288	0.139654738009715	0.389240596912378
PPARD	JNK Inhibitor VIII	1043	JNK	0.0477172211919327	0.139668357582541	0.389246321169297
NFYA	Bleomycin	190	DNA damage	0.140222081207303	0.139685646139916	0.389262268844818
GABPA	Masitinib	292	KIT	-0.0589375643487703	0.139734823942237	0.389334837302425
